lord_id,alliance_id,alliance_tag,map_id,name,power,units_killed,town_center,faction,home_server,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
1178426,183458,ECHO,27010,Shalltеar,97040691,505314916,25,League of Order,60,10763394,124820341,38741033,31732531,18581967,7985160,1533328,431277143,290,68189,286571,1098,1599939049,1388117687,939100072,4561780378,3686,82250000,21,126359,10856288245,11854862788,8194180411,7440097041,1576410,232692382,200400749,22897400,10571961,38596155
4437708,183458,ECHO,27010,Hammode,96644701,734663735,25,League of Order,60,6919715,110662691,37877438,31734406,18820467,8212390,2141382,491063606,745,72187,226190,2332,362728957,345765040,238461769,4182637219,66,570413663,134,143923,6555717774,7174916080,3984708710,3586187493,1694166,337459473,307611135,12037075,4853850,71968335
1407626,183458,ECHO,27010,Riama,96080600,446217646,25,League of Order,60,12666836,121813270,37895162,31732531,18446757,7486150,1435890,417631974,119,73990,203234,473,1563418538,1471278582,1068968296,3177794809,4908,38597569,11,93883,8466363604,8155852799,5920477816,5190277128,2453333,267227738,115605035,8048050,5597787,49521659
1661958,183458,ECHO,27010,ˢᵃᶦⁿᵗ Nephalis,95312165,528140316,25,League of Order,60,15403335,124253417,37323667,31732531,18526257,7729710,1084449,387570634,93,68317,246814,184,2922191494,3816667181,2252592209,3538739921,428,280656754,59,113952,6393417638,6538117193,3943447037,3886619314,2271520,310702432,205244679,1713432,522442,9804565
8608802,183458,ECHO,27010,リムル テンペス,95223893,561563811,25,League of Order,60,14374143,111455903,37207905,31732531,18820467,7462990,1449298,358964163,670,53576,361544,704,944506754,1324182855,1610235758,2502313892,292,220224849,53,82514,7090622938,7078285336,5231171270,4773640866,1645667,317914984,182036358,9073261,8134413,43853439
762183,278547,ECH1,27010,ᶠᵃˢᵗPumbaaヅ,94183205,244775998,25,Wilderburg,60,5767836,104724565,37964348,31366440,18407007,6125410,1122502,298092871,560,35244,95801,744,1733018872,1566489463,986324475,3381630330,3414,237837832,60,83359,7408982372,7324448843,5088563419,4419209449,1311338,78964851,128636991,8564557,2922340,25341714
12247241,183458,ECHO,27010,ᴾˢᵍ 제 갈 공 명,93928973,566693726,25,Wilderburg,60,8669213,137057967,36347375,31732531,18820467,7028600,2211177,371711080,171,89063,133110,295,1207572982,696280522,837741454,2359925545,303,895868082,185,81253,12397070333,9289780024,7872172835,6601999665,5769428,215919481,308969629,9548868,3653885,28510656
6481933,183458,ECHO,27010,ᴱᵛᴵᴸKILO,93433448,892564314,25,League of Order,60,7771595,118799302,34949875,31734406,18820467,7928700,1681234,471758358,606,64321,279457,2186,1790483640,1780898328,1017636349,3575121299,1505,5471599972,1109,199605,9692109902,9910365483,7439534605,4972885929,1025393,321159598,311352627,26653210,12386838,220212981
1655332,183458,ECHO,27010,Yamaメ,92342622,535083992,25,League of Order,60,9866935,120150890,35638054,31732531,17927327,7044710,1171899,418684609,371,76045,354056,1103,1828170010,2123021296,1642011581,3102563195,505,230023162,62,71336,6313571862,6926031971,5140924351,4347142807,1188335,355973872,120738281,4596697,4658306,48929876
3664247,278547,ECH1,27010,Vernerlitte,92010737,404938861,25,League of Order,60,798890,94221021,35907100,31366440,18167167,6570030,2068672,425014747,1188,55002,111275,7888,891874685,1117400952,1053879345,1380966516,349,2356432097,634,81527,7489936992,7804065899,6010489886,4105233048,1074101,134473123,150836309,27285390,12581371,78053618
6714654,183458,ECHO,27010,ＨｏｌｙＳｖｅｎ,91349515,818645289,25,League of Order,60,15856509,133177057,31862391,31732531,18820467,8893310,1299074,462157036,160,85584,284895,1853,1605520608,1593297903,863914729,5309409427,41038,980206480,202,116147,10870704660,10505749034,7805403645,6485428099,3459399,342624550,285420361,25360632,10380155,154728383
1165351,183458,ECHO,27010,AIRPORT THIS WAY,90755827,449378936,25,League of Order,60,14693445,110604119,31745719,31732531,18820467,8132750,2335417,373404969,132,63191,223608,352,1175057722,1108102925,859625836,3246140765,72,1950645828,462,43165,6728478162,7533496713,6218834479,3742392356,2229621,245425622,135719962,4321823,3129733,60671105
3571658,183458,ECHO,27010,Colonel Kami,89897252,904347163,25,Wilderburg,60,19380274,185358469,30648599,31734406,18820467,8689440,2936661,647066924,561,180725,182393,1650,3459804784,2777590082,2325514517,4473446950,1265,5108699764,1042,187969,15964031396,15542048474,9732036555,8843652789,3905586,274988476,566162685,22398410,8074391,32297395
1283319,183458,ECHO,27010,Ragnar666,89494180,629510757,25,League of Order,60,12683725,114138278,33368040,31732531,18523647,5858510,1452610,415452227,627,53417,313114,1231,2047266711,1571349580,1113414140,3303741851,32520,49977600,32,102684,5459275931,5063540644,4677922932,3670077844,553950,320609831,203304149,17207817,6591227,81281899
10042520,183458,ECHO,27010,ᴹˢᵍ 조 운,88022483,528399369,25,Springwardens,60,7404593,115811713,30362965,31732531,18820467,7074520,1981154,322330216,529,79681,107276,534,252388161,369970283,220794013,1873140072,2088,542292043,114,49915,7023915134,7009232584,5613852860,4597662359,2258757,232443721,194948664,37054390,21355849,41451814
3186856,183458,ECHO,27010,WIĞĞŸ BØŪCĦÉ,87655198,662058557,25,Wilderburg,60,6910179,121805314,30595555,31734406,18820467,6504770,3306864,363286120,834,106175,173611,1313,337181946,149844710,168502340,1423514173,65,1364961134,320,87381,6362341176,4617909300,3732814675,3292760830,740260,230083563,293826363,56678810,27766135,52740966
11410868,183458,ECHO,27010,ᴹᴳ 봉 추,86183170,428492688,25,Wilderburg,60,12807844,121652487,27038047,31734406,18820467,8590250,1780049,282270685,335,90435,132104,297,832338284,713617498,359799705,2029911500,170,93595487,33,77575,9922419307,7079439069,5461529641,5254838025,4943674,203858475,158986882,20248143,6189928,39061418
13939765,183458,ECHO,27010,Broke M3RC,85681331,414688189,25,Wilderburg,60,9335172,127404521,29321173,31732531,17687487,6940140,741445,258210923,86,97734,91348,136,1019964033,593593948,462305588,2118869288,-,5000000,1,66910,9325036924,7991960065,4363869463,4732641433,4779472,110025751,234116079,40908248,14996370,14574687
1720089,183458,ECHO,27010,Kiritussy,84914721,186197184,25,Wilderburg,60,405876,85523079,30091840,30933714,18820467,5068700,1262217,185383493,716,19099,72593,1686,1389245375,1440216419,1428342383,1049792113,342,244010317,76,59011,3484650821,3915112872,2927321542,2082898643,562111,33186155,121483762,9219491,4637844,17115075
9710232,183458,ECHO,27010,ᶜᵖᵗ 위 연,81418011,559428073,25,Wilderburg,60,11869336,137756057,23267823,31732531,18820467,7597190,2030258,393427275,233,120772,103558,750,1035126396,929203292,665106114,2321704523,40,1066408346,214,61603,10866002836,11025337290,8381579497,6994115124,2809221,237709243,277193438,6994700,2856580,34579205
2226133,-,-,60,HanniNewJeans,61757973,75413216,25,League of Order,60,-,62072758,13967798,26642157,17687488,3460530,785514,57398672,572,9866,37346,683,854220825,952803090,538619027,842788725,172,15200001,5,45571,36060000,35976000,26900000,20980000,-,12284055,55922447,3871174,1332989,1927941
3289367,-,-,60,HiSodium,54533938,94529724,25,League of Order,60,-,79573009,337120,31732531,17498247,4966040,119661,121205399,55,11581,84207,414,698118705,1001916729,992681341,1125558387,2,2600062,2,65711,1660119606,1997880580,1697783322,1366556586,468630,38844555,50126377,1665590,1664907,2192156
2430502,-,-,60,Raihshtat2,21897816,4999935,25,Wilderburg,60,1489,21897816,5045259,4505941,9532029,2814587,1081558,57374224,48,3150,3929,16,4917227923,5491104883,5116756706,25000812,10,6344337519,1972,72012,2779672038,2832612820,2097297342,132947700,30460,430811,2586944,905203,685834,358134
1212093,265766,ECH5,27010,ichida brother,18271698,884297,25,League of Order,60,-,18271698,5130332,2934018,7372738,2834610,332809,9029869,114,782,4169,31,3989544023,3473128473,3694475953,21559330,5596,8006036372,2364,18285,3993764914,3725465905,3766519700,261124112,153957,29864,334129,56391,215376,228636
8022183,-,-,60,8675309Number,17013484,75572,24,League of Order,60,-,17403762,93730,6222983,8363741,2333030,74593,7396124,21,1085,9350,11,403928590,385957763,255083609,89790673,290,18481661,28,10504,938561516,1192481990,601057497,187329073,67116,21070,51058,1482,502,1460
15869652,229902,ECH2,27010,Kairi金farm,16207974,87199,23,League of Order,60,74988,16207974,4784196,3657206,5400682,2365890,-,3936174,-,141,2103,-,1494266094,662603292,1511198999,94510856,-,1925549284,631,6682,2112412492,1548241183,1749621506,299602940,75920,46812,101,0,0,40286
8173540,229902,ECH2,27010,F2P Farm 1,15831627,462757,25,League of Order,60,-,16419364,483785,4529679,9793343,1024820,656827,11062818,33,457,458,3,8645729566,5493624871,4539948089,174214821,5,12953708220,2923,8063,6810543005,4766730017,3518497579,64786531,69846,35152,332492,31450,7786,43305
1091148,265766,ECH5,27010,TESTERu,15469432,2566255,25,League of Order,60,-,15775141,2249928,2721661,8466343,2031500,97028,7875018,58,1036,4808,27,3740113433,3042286163,1381902799,52136029,445,7030373456,1961,18578,4315444288,3849009206,2014855811,174454134,97060,6696,372677,761194,635990,732191
5810399,278547,ECH1,27010,PumbaaEch1Rawr,14999408,10937583,23,Wilderburg,60,86206,19584047,306578,5830427,6483273,2379130,1719900,36000914,75,1379,4558,13,3663015104,3255232983,2367997534,271421301,309,5915992037,1778,26235,3360106599,3078352113,2137727973,249683428,98433,387439,1509639,114584,106568,8766624
13488191,265959,ECH3,27010,PumbaaCakes,14998285,421018,23,Wilderburg,60,28282,16787622,3916859,3440574,5908432,1732420,-,22600276,-,393,720,7,1989984052,1654903716,1558466854,182582294,-,3328366924,1127,15126,2889748632,2631180281,2094270195,360764303,73864,95276,225696,0,0,100046
5209278,278547,ECH1,27010,Praised aLvFarm,14980791,12432808,23,League of Order,60,6785,15837543,4215861,2770904,6438706,1555320,308817,11766496,1,647,1499,4,2764499816,2434000460,5523733904,102690389,-,7537101970,2657,19073,2378619079,2098262686,3749601323,216768460,8115,141155,94435,4587,2517,12190042
16988664,229902,ECH2,27010,framR3,14980268,14209025,24,Wilderburg,60,883,15032998,4001583,2967907,5460858,2549920,1611,13668068,-,458,7572,-,3543446108,2992700874,3165872113,22491000,-,6863472960,2081,15510,4038139739,3611442710,3255929974,276809991,41461,211419,13247,0,0,13984359
10839770,278547,ECH1,27010,ᴸⁱᵃ 가 후 목,14979223,953068,24,Wilderburg,60,3805,17913703,514038,4936694,7561891,1966600,207326,25731438,118,2103,14011,10,3056626939,3146841180,2380768703,106818833,-,6807781623,1995,26319,4654845121,4850976266,3298962416,591102206,154337,119072,269777,195181,170294,191044
4051142,229902,ECH2,27010,Pav F8,14977692,4649854,24,League of Order,60,235,22008264,444559,5098331,7034672,2400130,33558,34391321,-,889,6693,25,2234573036,2806592484,2271247055,186218037,80,4967714668,1496,30572,2503554343,3054286737,2122638815,198081000,12210,772817,1859607,343357,168212,1505861
1211801,265766,ECH5,27010,liefy,14976516,2161162,25,League of Order,60,-,15804610,1802287,2776064,8252665,2145500,213809,12080094,134,930,3564,97,5127358830,4137421380,2594782902,72078804,1996,10548415770,2843,22135,5584114229,4595598187,2666010674,247783250,99723,167668,921845,331812,305935,397585
15228989,229902,ECH2,27010,farmR2,14968370,485993,24,Wilderburg,60,4000,15032370,4016026,2956939,5448095,2547310,-,12744347,-,436,7441,-,3562099514,3043822682,3165325426,20550005,-,6999938177,2126,13345,4079030060,3663057597,3284621883,269928950,49564,214430,4446,0,0,267117
10976432,229902,ECH2,27010,웅라드,14967811,2275603,24,Wilderburg,60,-,16702422,2792328,3782320,6842783,1550380,64504,12351113,-,275,1065,-,4000693388,3966291095,3163054478,249613504,-,6653482942,1831,16145,4230240598,4127665042,3075105183,402579515,106395,261512,89198,17597,6146,1901150
2428346,229902,ECH2,27010,Raihshtat4,14964074,31459,24,League of Order,60,4000,16476126,343162,4509701,8626011,1485200,112115,4291215,-,128,832,-,6581821707,6419242538,4135600323,4943807,-,12190835539,3428,29494,6694077544,6584951007,4212677546,288212272,47695,29666,1793,0,0,0
4875174,-,-,27010,NegW,14962918,212046,25,League of Order,60,-,14973637,2748422,2308834,8769712,1135950,212761,6347301,-,592,491,22,842454451,3743885632,513844465,48006563,78,4615460850,1205,12080,2249983159,3964304925,1328834647,149406437,556522,13385,160372,21425,11454,5410
6612405,229902,ECH2,27010,LilXero,14960877,120731,24,League of Order,60,-,18445650,1602704,3971791,7723212,1663170,61003,8019935,-,166,3303,1,2930118174,2799648394,1940149901,107289602,-,5274470891,1517,13861,4312183259,4251521518,2744782155,330315783,111345,58345,35748,20858,5780,0
6264405,-,-,27010,Mini Lin,14957326,13744377,23,Wilderburg,60,-,14975226,4850344,3069550,5232452,1804980,2986,5575809,-,373,593,-,611633969,466328707,453357607,102188378,-,558941432,206,17131,589947961,636408785,486740262,126232600,55950,80530,165534,31479,5435,13461399
9587964,229902,ECH2,27010,Baby cook,14950927,15155848,24,Wilderburg,60,78000,19088711,684021,4775627,7541339,1949940,325041,37432526,13,3627,10077,100,2635022006,3076605613,837598901,192575606,326,4296722828,1096,21557,2374588105,2755818074,861797463,110371674,65229,486647,4411523,4166520,3954150,2132652
11679157,265959,ECH3,27010,ROCKET Farm1,14947850,185276,23,Wilderburg,60,61869,18017420,1631424,5325964,5829512,2160950,25172,11629798,-,1267,17645,4,5061944209,7953955537,5385023452,230885394,3600,13453943916,3972,57082,5620148369,7240026953,4527204072,141598190,168061,77546,106021,5,0,1704
762062,-,-,27010,ᶠᵃʳᵐ St4rwinS,14942388,1364597,23,Wilderburg,60,-,18021102,3045408,4265352,5268768,2362860,-,12173445,-,383,3483,38,1061922353,823094146,922978221,217689879,196,1588828877,580,20247,1146647471,1056339531,866655607,178720363,44720,209581,178973,294959,94261,586823
10856320,278547,ECH1,27010,ᴸⁱᵃ 가 후 석,14933158,2469596,24,Wilderburg,60,1947,16959159,638281,4598869,7709908,1986100,384466,27960647,146,2167,13555,10,2783741004,2752604394,2253974773,82078262,20,6009375744,1691,21040,4387047761,4471441547,3108975638,590689513,150280,154704,325130,578591,196744,1208507
19038528,229902,ECH2,27010,SNaKE Farm,14930812,44699,23,League of Order,60,90000,14930812,3532620,3498488,5339614,2560090,-,3940051,-,691,5024,1,602466363,581249819,357131841,89632969,-,123784928,46,2340,1050951984,979331257,621077550,259122350,181609,13072,2244,0,0,29383
15884551,265959,ECH3,27010,ShaLLfarm3,14929535,13316456,23,League of Order,60,55218,14985955,5729884,3116645,4100886,1982120,3006,22778833,-,680,1875,5,1063454583,2364804821,2245120045,90371924,-,4207481967,1385,7665,2159187943,3266526762,2551206668,388367004,127559,374112,24816,1277,0,12916251
17054545,229902,ECH2,27010,CrocodilëFarm1,14927903,24616,24,League of Order,60,25300,14967455,3192334,3662709,6881770,1191090,132850,2195635,-,266,187,4,802895945,757495782,556168512,158524807,-,-,-,1824,1165267701,1179130710,775563221,249268700,69088,24377,239,0,0,0
10841402,229902,ECH2,27010,운라드,14923061,4017931,24,Wilderburg,60,4000,16613113,1919228,4426222,6955681,1621930,5113,12128660,-,265,934,6,4237306535,4122895263,3211755875,273182241,-,7111711641,1953,16495,4540480310,4226197826,3073858231,417925208,124800,191096,55160,389,201,3771085
9108699,229902,ECH2,27010,관우목3,14922042,1812014,23,League of Order,60,6000,15018138,3581532,4427262,3957988,2955260,268045,27434537,59,937,9990,106,1913204826,1987996294,1011261051,384744442,340,2064370515,754,27582,1746685136,1780270043,712923850,252949700,66546,460962,922180,78635,218020,99988
13334963,-,-,60,ᴾᵘᶠᶠᵉʳ03石,14915192,57528,24,League of Order,60,8780,14975846,953677,4756242,7395603,1809670,276951,4759592,-,88,2333,2,909868839,876384420,1168342424,190293835,-,1063097571,395,5608,1748768098,1735726181,1428727638,308916413,63591,56707,2,377,398,44
7247335,229902,ECH2,27010,Pav F5,14908856,2153743,23,League of Order,60,74182,14908856,3151800,4957264,4877922,1921870,6744,14701354,14,773,6225,68,1280482304,1120489961,859949336,147558681,470,764931156,286,7976,1071429413,1004278496,628938225,231793750,37593,33036,1403132,550075,41121,108340
5842601,229902,ECH2,27010,PumbaaEch2Rawr,14904222,3564893,23,Wilderburg,60,52476,18987641,1005113,5308616,6195543,2394950,1474477,38170824,35,1362,3737,3,3460067804,3120156751,2251864923,242798332,290,5607800852,1689,25200,3234337809,2937516436,2013860218,280205079,88956,542138,1491562,36053,5696,1474334
10007041,229902,ECH2,27010,욷라드,14891678,6166419,24,Wilderburg,60,-,15562672,1922858,4575809,6497691,1895320,4905,11528743,5,318,2246,10,3371866921,3057185798,2168455937,192361363,149,5490946431,1551,18986,4047913334,3755370606,2531153563,368137236,90366,283840,67133,4278,19951,5769174
583308,327319,suFF,60,suFF ˡᵉᵒ,14878858,6024220,25,Wilderburg,60,-,15059108,445800,4106411,8775947,1550700,80335,22981961,37,2111,4915,105,3070607905,2203368044,2603506965,159000010,2708,24381124091,6365,34341,7233745465,6588505630,14263958481,115148500,64634,166700,3811226,920103,780877,300440
8617258,229902,ECH2,27010,slime farm,14876322,9014424,24,League of Order,60,9182,18025900,761274,4726786,6905332,2482930,423354,26435119,8,2699,9130,70,2803173267,1082510957,2418073007,142254297,289,4562190928,1427,36095,2889619894,1602984441,2163504758,227493570,82352,662323,4743756,2376716,802440,426774
10730644,311271,SOD!,27010,Hav0cF2P,14874741,98158,24,Wilderburg,60,-,14967340,1000100,4697467,7481314,1695860,720,4093517,-,167,1879,2,2406176150,2658812765,1739801055,75965407,-,2857220456,726,9225,2394530138,2430587614,1570707904,349972360,399954,42085,55821,252,0,0
4139360,229902,ECH2,27010,THE BUNNIE,14867458,314237,25,Wilderburg,60,3726,15540778,1559214,3322492,8302552,1683200,27033,18391865,-,962,5765,7,3259198204,3777970705,2562220496,136375932,70,4875941029,1083,31513,2826785937,3192686912,1877871942,227703856,87655,106941,194271,5573,2912,4540
10036240,330948,ECH9,60,Farm Sensei 9,14858729,7511520,25,League of Order,60,-,15699256,1258859,2754620,8620100,2225150,248342,39039309,24,1844,5345,81,6153271825,6734241102,4253659327,104839382,2017,9210440011,2699,41897,5132389178,6013583424,3209408939,751669123,199131,533955,4632195,713424,306990,1297836
4770460,265959,ECH3,27010,火焰农场,14847450,2837144,23,League of Order,60,-,20722607,1685245,6312809,5078366,1771030,435945,12816397,-,387,1117,3,3297992192,2941525624,8541145513,237603512,-,10051503554,3492,40004,2885724692,2514088826,6166107562,170596938,155073,193965,342368,33193,390211,1872664
16366473,229902,ECH2,27010,KutuFarm01,14834241,18558,24,League of Order,60,-,14860141,3471275,3368072,6501894,1493000,919,2165650,-,79,2596,-,2103507408,1670457548,3296107513,14363348,-,4409430588,1151,4988,3009149040,2682433939,2933258078,345271987,190433,8199,10359,0,0,0
5925596,229902,ECH2,27010,Kamifarm0001,14831274,16022,24,League of Order,60,10000,14831274,2031854,4839727,6889313,1070380,65181,1651204,-,188,5859,5,1758531580,2120259039,850593528,117545495,-,2968748565,747,6654,2390020053,2627325970,1371219560,310078350,111008,2278,13744,0,0,0
9797120,-,-,27010,Nghienne3,14827796,3926577,23,Wilderburg,60,-,15938572,4340251,2840849,5882946,1763750,132564,48190274,2,2092,5035,23,2234774662,2819267084,1524131401,111944046,5990,3756643542,1098,29283,2263236633,2443755326,1596471854,132872366,44243,157055,2928701,378699,308428,148891
15381039,229902,ECH2,27010,웃라드,14823498,273796,24,Wilderburg,60,6000,15488677,3673187,4086040,5821151,1243120,42040,10345979,-,155,433,4,3488660866,2941450632,2020601224,175172144,-,5041327629,1462,6318,4245217898,3844643589,2486262679,430379767,152835,224479,46805,2512,0,0
4926244,304591,ECH6,27010,ＲＡＮＧＥＲ ذهب,14781988,4131956,24,League of Order,60,-,14826632,3702988,2237957,6652793,2188250,33255,7676788,104,769,3857,779,1949455332,612412435,291762856,121269517,16,1377080241,378,24266,1333626036,411807301,186334058,32153750,39511,55598,2310635,840827,379731,500281
598236,327319,suFF,60,suFF ᶜᵘⁿʰᵃ,14781220,11670131,24,Wilderburg,60,-,16622840,410585,4494604,7913731,1962300,55728,29201062,23,3192,8994,185,3005775142,2379148753,2691309225,162893156,5789,25331922036,6653,45201,6534723649,15552930887,6422569966,126097880,33660,190418,8112568,2247339,470870,586631
9806498,-,-,27010,nghienne farm,14764902,3022521,22,Wilderburg,60,2000,14764902,7295644,1885817,3880391,1703050,284442,36573978,7,1912,5166,22,2121690332,2813157575,1558169156,55132737,1714,1664157887,573,24755,1363696522,1657509848,919257788,108915300,34385,228178,1937156,174019,260439,420421
15309173,265959,ECH3,27010,MiniPrincess,14762981,287444,25,League of Order,60,-,14900981,1244466,4085404,7784461,1648650,283483,5227599,1,269,1589,1,1993501375,759900993,635186519,-,-,3406416138,1011,5465,3630351556,2558226954,2059350115,458068784,238098,53185,1417,0,0,232842
7341996,229902,ECH2,27010,Sven Farm 1,14762397,6220013,23,Wilderburg,60,166035,19300837,2941027,4085899,5504617,2196490,96048,76821709,10,1209,4996,74,3607994088,3533156967,3556170155,211815747,-,8128112819,2873,38330,3640637494,3470168427,2756022339,204453358,94936,318753,3898658,234912,27067,1740623
18511851,265959,ECH3,27010,KrusiFarm2,14760206,26940118,21,Wilderburg,60,134127,14760206,3020496,5162566,3277694,3299450,151364,16041301,-,824,18097,-,939701071,814773051,579478202,74286253,10,2458346405,901,6098,2262640817,2188030054,1440754315,449777904,479544,213672,14543,0,0,26711903
18528762,265959,ECH3,27010,KrusiFarm3,14751983,91666,21,Wilderburg,60,14529,14751983,3736280,4727498,3171475,3116730,27173,14762298,2,1152,15425,-,655054601,622200719,378091798,52115905,-,1631185677,596,4712,1839954369,1721124527,1101726421,374941636,408780,68063,23603,0,0,0
15648538,-,-,60,ᴾᵘᶠᶠᵉʳ01金,14741932,46423,24,League of Order,60,8027,15978250,861401,4818839,7307122,1754570,166667,3566176,-,84,2832,-,1401569432,962996809,780702743,193712612,-,1096362499,409,6567,1966013985,1807197224,1148082961,327569214,33044,0,0,0,0,0
4906685,229902,ECH2,27010,ᶠᵃʳᵐ Grolly,14701351,542513,23,League of Order,60,6000,19654769,331900,5906441,6445010,2018000,4288,20983226,1,781,10218,36,1573066508,1581560693,3661053996,228007624,650,2602147991,775,19809,1573636127,1568825338,2110488633,418765200,48632,27084,448149,28470,20907,17903
602118,327319,suFF,60,suFF ˢᵉʳᵃᵖʰ,14700545,5634103,24,League of Order,60,-,14790065,414485,4722095,7731415,1832550,81270,19232178,174,1680,5541,97,2850126003,2175053097,2824707342,146775548,2367,6135492348,1944,24125,2962319079,2390795300,2543563101,159807500,23691,44123,3455305,824395,684348,428320
13478697,229902,ECH2,27010,BunnieIsTrap,14697524,364532,25,Wilderburg,60,24456,14954769,3069072,2076310,8151272,1400870,118041,47249215,-,970,1389,15,2542724868,2939746272,2087442040,70270481,120,4541883659,1305,12695,3297612086,3794877587,2353922221,285960563,102190,210982,118916,0,0,34634
5909277,-,-,27010,NegO,14680977,460838,23,Wilderburg,60,2300,14684633,3845041,4064811,5541015,1230110,88839,9430547,-,529,372,4,731029795,699995012,2778551816,135596995,21,1917674651,621,18956,423301192,441972713,1767960645,54708570,23844,0,424199,15989,17078,3572
7436416,278547,ECH1,27010,Juan Farm,14625341,18681545,23,League of Order,60,32461,14812861,3138456,3504076,4366589,3616220,267163,18017325,2,997,11256,82,3103555990,3184637917,3260498950,51019121,10,7731493899,2309,43052,3668571206,3854067402,3210473069,212587205,181665,329788,387927,191550,132907,17639373
15764746,229902,ECH2,27010,엇라드,14618668,84466,24,Wilderburg,60,-,14618668,3759870,4069396,5875032,914370,-,3065140,-,92,418,-,2766773990,2297720697,1679481442,132033828,-,4066487854,1126,3174,3364897704,3082480816,2070914668,330973161,93081,82338,340,1788,0,0
15863013,229902,ECH2,27010,LilXero2,14611223,399307,24,League of Order,60,10000,14611223,4249069,2600547,6456737,1304870,-,6904229,-,128,2571,-,2407957008,2302285093,1624757156,73315923,-,4552574419,1589,6615,3533958310,3479858595,2317943451,237359533,100326,48246,107,0,0,350954
496220,327319,suFF,60,suFF,14579338,11758272,25,League of Order,60,-,16926236,493200,3170383,9091955,1823800,132948,40243356,486,2785,11545,950,2588454572,2354643815,2474915478,217731209,1598,51046090300,10919,17949,29532771138,13206998242,12126109120,149723250,64000,145173,5425074,3495976,1688305,712772
16053811,-,-,27010,장 비 팜,14542853,56299,23,League of Order,60,-,15090334,1710976,3972131,6567446,2292300,140688,3322806,-,185,5183,-,541804768,1236764393,2315955120,136166143,-,2057271916,677,11508,1490499696,1852527015,2522723108,312878985,183134,18083,38216,0,0,0
4542196,229902,ECH2,27010,KutuFarm02,14502447,336858,24,League of Order,60,76123,15000582,2902145,3439119,6474183,1687000,251627,5622857,-,110,2983,-,2144252723,1702457920,3352430623,10551102,-,4417618297,1149,7600,3099874531,2777999151,2971043026,368208410,178181,61476,131035,102900,8500,32947
585759,327319,suFF,60,suFFy,14477991,8443773,25,Wilderburg,60,-,14845558,434590,3364024,9111957,1567420,66740,20576748,82,1281,3845,170,3137745086,2253528827,2801634521,139216119,4162,9747019787,2892,28350,4786155657,3845387187,3824968904,128943250,61659,121543,3171417,930991,824776,3336806
15857525,278547,ECH1,27010,Jinxfarm,14477626,505456,23,League of Order,60,379106,15669986,5445894,2701518,5037544,1292670,2873,12371960,-,119,1803,-,1708004708,1534766523,1040153555,196965409,-,2061950450,748,6989,1975522828,1880744765,1249996439,333539480,16633,211727,1929,53766,0,238034
6178520,265959,ECH3,27010,PumbaaEch3Rawr,14474551,133814,23,Wilderburg,60,-,14474551,4934033,2671061,5636807,1232650,57681,15532821,-,530,480,-,1968552247,1669922225,1299040151,38969803,-,3207172062,1023,8329,2682145022,2506096710,1682441239,253611853,68415,106377,23136,723,115,3463
15993969,229902,ECH2,27010,Kairi木farm,14471865,12617,23,League of Order,60,-,14471865,3946956,3056474,5295065,2173370,-,1946771,-,90,1303,1,922630397,411980444,1517995958,71143837,-,1133781389,376,5266,1290389844,1172653409,1588550062,242008360,63391,0,0,0,0,0
3278904,-,-,60,Sparto Farm,14471712,7677352,23,League of Order,60,-,14471712,5089328,3296322,3762152,2323910,60128,18232935,130,1317,7157,364,380999567,361454206,382082846,175050142,2582,116126682,48,34625,55612510,58289314,100389351,21638122,5250,174653,4684438,1510913,590893,589484
18528918,278547,ECH1,27010,KrusiFarm4,14471150,34450,21,Wilderburg,60,16522,14471150,3617300,4619400,3194820,3039630,-,12948522,-,985,14193,-,614287411,612907149,406239888,54004109,-,1578815131,575,5060,1677649761,1582361403,1046928072,327201631,370448,34445,0,5,0,0
4936246,-,-,27010,HAVNfarmiii,14470871,10302643,24,League of Order,60,12000,19841092,1347240,4627576,6643355,1852700,93095,27871005,30,1619,7440,124,994161754,1495083252,765001630,214907368,2987,364848666,111,33720,122998618,293307145,67147109,17100750,747,369449,3649529,2047906,2227207,1981791
6215830,265766,ECH5,27010,ᴮˣˢichi rachd22,14452194,1163915,25,League of Order,60,-,15118915,1289596,3168117,8056081,1938400,617471,8410459,215,642,2566,39,6092913422,4336164715,3586489842,42139,60,10800600599,3246,18923,5927331791,4375200470,3964009021,196650122,42702,41813,111439,230524,260002,494496
10035492,330948,ECH9,60,Farm Sensei 6,14428029,5418044,25,League of Order,60,-,14979807,1722560,2572964,8011805,2120700,139799,47643789,61,2216,11224,217,8605529577,8025810941,5494460729,72968729,-,18587528197,5368,51504,11891629624,11239042264,8775633124,947512490,242508,74488,4694967,313658,168822,139276
16053773,-,-,27010,EnnZoFarm,14417884,28588,23,League of Order,60,9656,14417884,4960120,3328495,4366489,1762780,-,2436996,-,128,2382,-,1714647864,935603170,2515715437,43804480,-,2521602558,782,6468,2137030512,1625807760,1697080176,260432700,233959,27423,1165,0,0,0
